Geracao 0:

Geracao 79:
1: (-0.508, 10.361) erro: 12.4543
2: (-0.508, 10.429) erro: 12.4598

Geracao 80:
1: (-0.508, 10.361) erro: 12.4543
2: (-0.508, 10.429) erro: 12.4598

Geracao 81:
1: (-0.508, 10.361) erro: 12.4543
2: (-0.508, 10.429) erro: 12.4598

Geracao 82:
1: (-0.508, 10.361) erro: 12.4543
2: (-0.508, 10.429) erro: 12.4598

Geracao 83:
1: (-0.508, 10.361) erro: 12.4543
2: (-0.508, 10.429) erro: 12.4598

Geracao 84:
1: (-0.508, 10.361) erro: 12.4543
2: (-0.508, 10.361) erro: 12.4543

Geracao 85:
